UMAP1,UMAP2
-6.2561536,1.6346312
-6.302256,1.4481466
11.75485,-3.8041286
-6.021079,0.9159428
-6.3845763,1.5012919
-6.065474,0.95932984
11.73627,-3.797551
11.509559,-3.8973663
11.74606,-3.820023
-5.9856076,0.86932486
-5.9556994,0.87020856
-5.8160377,0.7147815
-5.9510794,0.8426707
-5.9969673,0.8697729
-6.367247,1.569664
-6.402434,1.506789
11.775037,-3.8182967
11.679547,-3.8590903
11.46726,-3.9273102
11.927102,-3.6469631
11.425193,-3.9602757
11.825103,-3.756107
-5.9335437,0.81919104
-6.2616925,1.5467407
14.041147,-11.866393
13.473454,-11.44732
14.002205,-11.890948
13.987183,-11.921893
14.036746,-11.873822
13.992376,-11.837959
13.999806,-11.891463
13.929041,-12.021281
13.701067,-11.661625
13.537355,-11.479047
13.519218,-11.496804
13.636014,-11.60451
13.461329,-11.436089
13.531894,-11.508176
13.868134,-12.066694
13.518547,-11.489419
13.656763,-11.627315
13.941204,-11.827053
16.095188,4.0699515
13.821251,-11.721652
13.961827,-11.969734
14.726833,4.0308
14.679607,3.9816382
14.752259,3.9678836
15.121111,3.4797966
10.787132,-4.17043
14.721528,4.007954
18.990416,-2.2076795
18.984568,-2.206218
18.986034,-2.2026608
18.978668,-2.2125437
18.99982,-2.2500648
18.99983,-2.230547
14.688224,3.9883933
13.627052,-11.598965
19.024202,-2.2457125
13.746498,-11.714158
13.911895,-12.003125
12.070388,5.6217556
11.902831,5.695235
12.008853,5.580848
12.037624,5.7146025
12.201354,5.982247
12.111766,5.872206
12.059085,5.6790013
11.974727,5.7111006
12.037657,5.554561
12.092512,5.604779
11.941558,5.6720037
12.123359,5.89963
12.159882,5.6200795
12.18498,5.639524
12.171194,5.9351807
15.724331,2.2900288
15.732128,2.2816637
15.764753,2.2437797
15.726944,2.2842546
16.215466,3.3662367
16.32511,3.6576025
17.130299,3.2067409
16.11883,3.6942148
17.208368,3.0268815
16.88978,3.364721
17.098171,3.1726942
17.161535,3.2108366
12.344495,1.6477184
12.21425,5.9507794
12.178973,5.8450017
