UMAP1,UMAP2
10.385313,-1.9389362
8.917253,1.3204672
9.473464,2.031602
8.704359,1.7482029
8.499705,0.60025674
8.024424,0.90430826
8.111523,1.9997627
8.123538,1.3555081
7.6332393,1.6422338
9.203794,0.74195564
9.121482,-0.019518966
9.604106,1.5008727
10.340518,0.7983779
10.344252,1.4779617
10.125816,0.32785863
9.706184,-0.20462874
10.102153,-0.35889694
9.48504,-0.65692234
9.709174,0.95903593
10.72774,-1.9463109
10.238958,-1.2474275
9.638027,-1.4419702
10.008238,-1.854423
10.716547,-1.3836737
