UMAP1,UMAP2
7.3546605,-0.9876982
5.755299,-0.46742463
7.3313127,-1.0036303
10.872987,7.003669
10.926417,6.993133
6.893267,9.206923
6.8298454,9.2805
7.1766224,9.925274
7.27905,10.045638
6.7816234,9.29514
7.4453487,9.125802
-0.32736397,0.538253
-0.37484384,0.63023263
7.3986063,-0.9456631
19.720692,7.759303
11.0915985,3.3922215
11.006701,3.4994602
11.069986,3.449691
11.038159,3.4652553
11.118472,1.9607401
19.766603,7.6620812
19.785723,7.6693964
11.134841,1.9413959
11.2769375,1.9711381
11.290128,2.0345008
11.137048,1.882598
11.122316,1.8375459
11.093007,1.8944222
11.342888,2.1452713
11.038135,1.7806684
19.736355,7.6825724
11.176119,3.3034983
11.007193,1.7419088
11.075087,3.448515
19.721706,7.7392263
19.829515,7.739384
19.751247,7.672452
10.985754,3.5312278
10.925825,3.5852485
11.117478,3.3874815
10.907863,3.6079962
10.992246,3.525691
11.060206,1.8605145
11.149736,1.9132639
19.760462,7.8016725
19.764904,7.64396
19.832436,7.7661214
19.745571,7.7221103
19.636225,7.636859
19.729322,7.712228
11.084312,3.4389336
11.303289,2.0619087
17.479454,2.7781346
16.998426,3.6019425
17.412792,2.685466
17.408686,2.7701244
17.547771,2.705647
17.560062,2.6108139
17.391874,2.7859633
17.303757,2.902074
16.867014,3.659259
16.951496,3.6438112
16.933474,3.5972579
16.900412,3.6248386
17.037075,3.689103
16.977518,3.661186
16.788918,3.6637945
17.131956,3.486661
17.081535,3.5189648
17.62794,2.6736438
17.661116,2.7161918
17.511936,2.7797022
17.448248,2.9563663
16.795086,2.5752566
16.857029,2.6447442
16.905182,2.6199155
16.992397,2.832817
9.479409,4.585264
16.965578,2.637426
1.3534255,8.317176
1.4656658,8.240449
1.470964,8.17971
1.4408909,8.1558485
1.437412,8.219721
1.4887934,8.233456
16.817327,2.5824883
16.87084,3.7353761
1.5290952,8.121364
16.87352,3.2116277
17.168924,2.9686756
7.430656,8.466477
7.2859006,8.372459
7.547646,8.401782
7.505207,8.339614
7.4515777,8.29507
7.4156995,8.304505
7.4868593,8.418499
7.61922,8.506366
7.3570952,8.673907
7.4031014,8.695188
7.4801803,8.547372
7.5325313,8.366392
7.4319286,8.341332
7.3262486,8.261154
7.5416465,8.107973
6.825508,-0.31206647
6.827206,-0.33831623
6.831059,-0.38326254
6.8287845,-0.35474896
6.342274,-0.5910978
6.4150567,-0.6406867
6.646931,-0.9249833
6.360741,-0.62084556
6.4811344,-0.83734214
7.3909545,-0.8344595
6.6090183,-0.8587462
6.5893145,-0.8477534
9.527776,5.323379
7.4696703,8.13514
7.2656717,8.277847
