UMAP1,UMAP2
4.8016825,11.1922035
5.3822136,13.850438
5.441905,14.548425
4.976546,13.995103
4.9966545,13.252224
4.3843613,13.418912
4.6496716,14.655842
4.350483,14.024172
4.1552925,14.397332
5.7620068,13.255188
5.9379826,12.680209
5.961074,14.370323
6.950379,13.749832
6.6375365,14.489855
7.0483637,13.071521
6.6838717,12.080572
6.468358,12.477957
7.023713,12.406726
6.2764883,13.756225
5.3129344,11.123526
5.7477407,11.403419
4.947745,11.871974
5.405979,11.687763
4.9638834,10.8153715
