id,1a52.pdb,1ere.pdb,1err.pdb,1g50.pdb,1gwq.pdb,1gwr.pdb,1hcp.pdb,1hcq.pdb,1l2i.pdb,1pcg.pdb,1qkt.pdb,1qku.pdb,1r5k.pdb,1sj0.pdb,1uom.pdb,1x7e.pdb,1x7r.pdb,1xp1.pdb,1xp6.pdb,1xp9.pdb,1xpc.pdb,1xqc.pdb,1yim.pdb,1yin.pdb,1zky.pdb,2ayr.pdb,2b1v.pdb,2b1z.pdb,2b23.pdb,2bj4.pdb,2fai.pdb,2g44.pdb,2g5o.pdb,2i0j.pdb,2iog.pdb,2iok.pdb,2jf9.pdb,2jfa.pdb,2llo.pdb,2llq.pdb,2ocf.pdb,2ouz.pdb,2p15.pdb,2pog.pdb,2q6j.pdb,2q70.pdb,2qa6.pdb,2qa8.pdb,2qab.pdb,2qe4.pdb,2qgt.pdb,2qgw.pdb,2qh6.pdb,2qr9.pdb,2qse.pdb,2qxm.pdb,2qxs.pdb,2qzo.pdb,2r6w.pdb,2r6y.pdb,2yat.pdb,2yja.pdb,3cbm.pdb,3cbo.pdb,3cbp.pdb,3dt3.pdb,3erd.pdb,3ert.pdb,3hlv.pdb,3hm1.pdb,3l03.pdb,3os8.pdb,3os9.pdb,3osa.pdb,3q95.pdb,3uu7.pdb,3uua.pdb,3uuc.pdb,3uud.pdb,4aa6.pdb,4dma.pdb,4iu7.pdb,4iui.pdb,4iv2.pdb,4iv4.pdb,4ivw.pdb,4ivy.pdb,4iw6.pdb,4iw8.pdb,4iwc.pdb,4iwf.pdb,4jc3.pdb,4jdd.pdb,4mg6.pdb,4mg7.pdb,4mg8.pdb,4mg9.pdb,4mga.pdb,4mgb.pdb,4mgc.pdb,4mgd.pdb,4o6f.pdb,4pp6.pdb,4ppp.pdb,4pps.pdb,4pxm.pdb,4q13.pdb,4q50.pdb,4tuz.pdb,4tv1.pdb,4xi3.pdb,4zn7.pdb,4zn9.pdb,4znh.pdb,4zns.pdb,4znt.pdb,4znu.pdb,4znv.pdb,4znw.pdb,5aau.pdb,5aav.pdb,5acc.pdb,5ak2.pdb,5di7.pdb,5did.pdb,5die.pdb,5dig.pdb,5dk9.pdb,5dkb.pdb,5dke.pdb,5dkg.pdb,5dks.pdb,5dl4.pdb,5dlr.pdb,5dmc.pdb,5dmf.pdb,5dp0.pdb,5drj.pdb,5drm.pdb,5dtv.pdb,5du5.pdb,5due.pdb,5dug.pdb,5duh.pdb,5dvs.pdb,5dvv.pdb,5dwe.pdb,5dwg.pdb,5dwi.pdb,5dwj.pdb,5dx3.pdb,5dxb.pdb,5dxe.pdb,5dxg.pdb,5dxk.pdb,5dxm.pdb,5dxp.pdb,5dxq.pdb,5dxr.pdb,5dy8.pdb,5dyb.pdb,5dyd.pdb,5dz0.pdb,5dz1.pdb,5dz3.pdb,5dzh.pdb,5dzi.pdb,5e0w.pdb,5e0x.pdb,5e14.pdb,5e15.pdb,5e19.pdb,5e1c.pdb,5egv.pdb,5ehj.pdb,5ei1.pdb,5eit.pdb,5fqp.pdb,5fqr.pdb,5fqs.pdb,5fqt.pdb,5fqv.pdb,5gs4.pdb,5gtr.pdb,5hyr.pdb,5jmm.pdb,5kcc.pdb,5kcd.pdb,5kce.pdb,5kcf.pdb,5kct.pdb,5kcu.pdb,5kcw.pdb,5kd9.pdb,5kr9.pdb,5kra.pdb,5krc.pdb,5krf.pdb,5krh.pdb,5kri.pdb,5krj.pdb,5krk.pdb,5krl.pdb,5krm.pdb,5kro.pdb,5n10.pdb,5t0x.pdb,5t1z.pdb,5t92.pdb,5t97.pdb,5tld.pdb,5tlf.pdb,5tlg.pdb,5tll.pdb,5tlm.pdb,5tlo.pdb,5tlp.pdb,5tlt.pdb,5tlu.pdb,5tlv.pdb,5tlx.pdb,5tly.pdb,5tm1.pdb,5tm2.pdb,5tm3.pdb,5tm4.pdb,5tm5.pdb,5tm6.pdb,5tm7.pdb,5tm8.pdb,5tm9.pdb,5tml.pdb,5tmm.pdb,5tmo.pdb,5tmq.pdb,5tmr.pdb,5tms.pdb,5tmt.pdb,5tmu.pdb,5tmv.pdb,5tmw.pdb,5tmz.pdb,5tn1.pdb,5tn3.pdb,5tn4.pdb,5tn5.pdb,5tn6.pdb,5tn7.pdb,5tn8.pdb,5tn9.pdb,5tnb.pdb,5u2b.pdb,5u2d.pdb,5ufw.pdb,5ufx.pdb,5w9c.pdb,5w9d.pdb,5wgd.pdb,5wgq.pdb,6b0f.pdb,6c42.pdb,6cbz.pdb,6chw.pdb,6chz.pdb,6czn.pdb,6d0f.pdb,6df6.pdb,6dfn.pdb,6hhp.pdb,6hkb.pdb,6hkf.pdb,6hmu.pdb,6iar.pdb,6owc.pdb,6pet.pdb,6pfm.pdb,6pit.pdb,6psj.pdb,6sbo.pdb,6sq0.pdb,6suo.pdb,6tjm.pdb,6tl3.pdb,6v87.pdb,6v8t.pdb,6vgh.pdb,6vjd.pdb,6vpf.pdb,6wok.pdb,6zoq.pdb,6zor.pdb,6zos.pdb,7b9m.pdb,7b9r.pdb,7b9t.pdb,7ba3.pdb,7ba5.pdb,7ba6.pdb,7ba7.pdb,7ba8.pdb,7ba9.pdb,7baa.pdb,7bab.pdb,7jhd.pdb,7kbs.pdb,7msa.pdb,7n9o.pdb,7ndo.pdb,7nel.pdb,7nfb.pdb,7nfw.pdb,7niz.pdb,7opw.pdb,7oq7.pdb,7oq8.pdb,7pwt.pdb,7pwz.pdb,7qvj.pdb,7qvl.pdb,7r62.pdb,7rke.pdb,7rnm.pdb,7rrx.pdb,7rry.pdb,7rrz.pdb,7rs0.pdb,7rs1.pdb,7rs2.pdb,7rs3.pdb,7rs4.pdb,7rs7.pdb,7rs8.pdb,7rs9.pdb,7sfo.pdb,7t2x.pdb,7te7.pdb,7uj7.pdb,7uj8.pdb,7ujc.pdb,7ujf.pdb,7ujm.pdb,7ujo.pdb,7ujw.pdb,7ujy.pdb,7wnv.pdb,7y8f.pdb,7y8g.pdb,7ymk.pdb,8afn.pdb,8ai0.pdb,8alr.pdb,8alt.pdb,8alv.pdb,8alw.pdb,8am7.pdb,8anf.pdb,8aoy.pdb,8aps.pdb,8aq1.pdb,8aqc.pdb,8aqe.pdb,8aqz.pdb,8ar4.pdb,8ar5.pdb,8arg.pdb,8aro.pdb,8arq.pdb,8arr.pdb,8arw.pdb,8arx.pdb,8ary.pdb,8arz.pdb,8as1.pdb,8at9.pdb,8atp.pdb,8au2.pdb,8aus.pdb,8auy.pdb,8av3.pdb,8av4.pdb,8av7.pdb,8av8.pdb,8awg.pdb,8axe.pdb,8axu.pdb,8aze.pdb,8b39.pdb,8bwj.pdb,8bwx.pdb,8bwz.pdb,8bx0.pdb,8bx3.pdb,8bx4.pdb,8bxi.pdb,8bxm.pdb,8bxn.pdb,8bxo.pdb,8bxq.pdb,8bxs.pdb,8by9.pdb,8byb.pdb,8byc.pdb,8byd.pdb,8bye.pdb,8byf.pdb,8byg.pdb,8byo.pdb,8byy.pdb,8byz.pdb,8bz0.pdb,8bz9.pdb,8bza.pdb,8bzb.pdb,8bzc.pdb,8bzd.pdb,8bze.pdb,8bzf.pdb,8bzg.pdb,8bzh.pdb,8bzt.pdb,8bzw.pdb,8c04.pdb,8c0k.pdb,8c0l.pdb,8c42.pdb,8c4f.pdb,8c4g.pdb,8du6.pdb,8du8.pdb,8du9.pdb,8dub.pdb,8duc.pdb,8dud.pdb,8dug.pdb,8duh.pdb,8dui.pdb,8duk.pdb,8dus.pdb,8dv5.pdb,8dv7.pdb,8dv8.pdb,8dvb.pdb,8ev1.pdb,8ev2.pdb,8w03.pdb,9bqe.pdb
7y8f.pdb,,,1.975703,0.655961,0.493517,,,,0.544187,,,0.678832,,2.793163,2.063400,0.609802,0.508213,2.857884,2.866581,2.830297,2.860135,2.126374,2.842835,2.745412,,2.743001,,,,,,0.594853,,,2.836035,,0.740202,,,,0.958697,2.791141,0.787358,2.445450,0.632114,2.591384,0.559010,,,0.416347,,,0.488842,0.696599,,,2.628431,,2.387954,2.496769,0.706160,,,,,,0.575618,2.813313,0.529331,,,2.247728,2.118359,,,0.627472,0.703062,,0.611702,,0.732378,,,,,,,,0.882091,,0.630392,,,0.710000,0.764380,0.574847,0.665918,0.712801,0.722268,0.595919,0.674641,,0.665134,,0.554101,0.648812,0.656247,,,,,0.565105,0.888133,0.648852,,,0.646808,,0.904698,2.249881,2.272876,1.948423,2.166307,,,0.669834,,,,,,,,,,0.563919,,,0.652031,,,,,0.633787,0.580243,,0.573153,0.358151,0.520521,0.526284,0.613882,0.591179,0.636428,0.637201,,,,,0.706157,,,,0.774281,,,0.970028,,0.596407,0.650155,,,,,,,0.477468,,2.750496,1.958003,2.156085,2.151122,2.152515,0.495928,0.587431,0.647518,0.664847,0.622805,,,0.712617,0.732355,0.416470,0.451860,0.520752,0.554322,,,,,0.452338,,0.549261,0.627778,,0.373835,,,,0.311626,,,0.709840,,0.561406,,,0.557410,,,0.588870,,,,,,0.860171,0.671951,,,0.622683,0.885125,,0.435304,,,0.637953,,0.687186,0.557573,,,,0.408936,,,0.563616,0.605776,0.553969,,2.220937,2.065308,,0.876890,2.951899,,,2.764198,0.672019,0.449728,2.315952,2.908012,0.670402,2.852973,2.874307,,,2.129501,2.024450,,,,,2.483073,,,,0.457273,2.610700,,2.105094,2.097808,,,,0.246978,2.627906,,,,2.528377,2.510186,2.599960,,,,,,,,,,,,0.399713,2.851151,,,,0.608914,,,,,,,,,,2.366280,2.772909,,,2.088537,1.999151,2.039178,2.260447,,,,,2.463273,,2.231112,,,2.693636,,1.985440,2.476516,,,,,,,0.000000,,0.197045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.514834,2.808716,2.468833,2.726880,2.541827,2.370317,2.235764,2.214601,2.236280,,2.679078,2.502219,2.646639,,2.862917,0.532737,,2.244076,2.465346
7y8g.pdb,5.185766,,,,,0.690914,,,,0.474738,,,,,,,,,,,,,,,1.135815,,1.130950,0.865119,0.594431,1.121216,1.163712,,0.555597,2.122151,,,,1.032139,,,,,,,,,,0.539978,0.629978,,0.712847,0.639192,,,0.581104,0.553505,,0.500146,,,,0.642760,,,,2.224056,,,,0.481501,0.915187,,,1.982582,1.178996,,,,,,,0.716431,0.506173,0.637666,0.735494,0.656527,0.560920,0.631116,,0.629756,,,,,,,,,,,,,,0.838392,,,,,0.650113,0.534092,,,,,0.636986,0.570311,,0.750901,,,,,,0.649049,0.603753,,0.675871,0.758998,0.619201,0.827664,0.710102,0.798010,0.641249,0.617537,0.781171,,0.909994,0.569780,,0.847620,0.597031,0.846168,0.603890,,,0.438613,,,,,,,,,0.750108,0.767627,0.767724,0.577150,,0.595485,0.706107,0.951496,,0.832163,0.596982,,0.636410,,,0.819385,0.899142,0.688884,0.605956,0.744912,0.870093,,0.513252,,,,,,,,,,,0.458075,0.847637,,,,,,,0.744438,0.539494,0.610535,0.697987,,0.501607,,,0.617662,,,,0.518717,,0.344807,0.761066,,0.622562,,0.656197,0.598632,,0.799059,0.756516,,0.735774,0.714862,0.534186,0.604109,0.667347,,,0.630383,0.633847,,,0.602390,,0.713826,0.608179,,0.645775,,,0.573980,0.599604,0.686225,,0.622532,0.704823,,,,0.617681,,,,,,2.303260,1.793435,,,,,,,,,0.490751,0.424012,,,,,,,,2.153850,,,,,2.567693,,,,,1.948794,,,,2.398571,,,,,,,,,,,,,,,,,,,,2.619099,,0.789949,,,,,,,,2.290465,,,0.529482,0.504920,,,,,,,,2.285034,,,,0.512963,0.471672,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.733883,,,0.661869,,
7ymk.pdb,,,1.977416,0.640740,0.473287,,,,0.546077,,,0.649543,,2.794578,2.054586,0.582422,0.485387,2.863325,2.873749,2.835839,2.866235,2.137141,2.848262,2.746518,,2.743492,,,,,,0.567140,,,2.840717,,0.704895,,,,0.893914,2.782704,0.754719,2.455974,0.606998,2.604110,0.538088,,,0.367725,,,0.471350,0.663167,,,2.627648,,2.400830,2.506139,0.670944,,,,,,0.563938,2.803896,0.502360,,,2.242565,2.116467,,,0.611155,0.672354,,0.592940,,0.714273,,,,,,,,0.836552,,0.615274,,,0.688001,0.739479,0.554653,0.645022,0.672307,0.707658,0.562594,0.653160,,0.645864,,0.524102,0.653848,0.636830,,,,,0.538380,0.894085,0.622777,,,0.630225,,0.918235,2.260623,2.282754,1.936870,2.170933,,,0.649986,,,,,,,,,,0.517286,,,0.631456,,,,,0.613856,0.525232,,0.516245,0.300322,0.468048,0.483840,0.593688,0.569032,0.608778,0.609475,,,,,0.677114,,,,0.730397,,,0.963067,,0.576493,0.622909,,,,,,,0.440811,,2.758114,1.945339,2.147172,2.141237,2.142852,0.484295,0.588178,0.622172,0.642328,0.599814,,,0.690451,0.694116,0.365690,0.420712,0.496432,0.532425,,,,,0.406504,,0.527253,0.606771,,0.328297,,,,0.307521,,,0.689765,,0.537300,,,0.537237,,,0.553783,,,,,,0.848156,0.649159,,,0.596682,0.874367,,0.404575,,,0.618413,,0.625969,0.532235,,,,0.359692,,,0.535466,0.586937,0.535010,,2.213223,2.060979,,0.868101,2.962608,,,2.777619,0.644994,0.442667,2.326101,2.918405,0.638704,2.855048,2.872338,,,2.123213,2.019546,,,,,2.476489,,,,0.419590,2.622831,,2.115016,2.104244,,,,0.269062,2.632055,,,,2.547674,2.519699,2.607175,,,,,,,,,,,,0.370949,2.861005,,,,0.587408,,,,,,,,,,2.384915,2.783299,,,2.080396,2.004832,2.031810,2.262017,,,,,2.471758,,2.232817,,,2.701555,,1.986030,2.487989,,,,,,,0.197045,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.517689,2.817596,2.476046,2.742419,2.545918,2.361750,2.226490,2.206395,2.236055,,2.695163,2.505339,2.663178,,2.870006,0.493843,,2.247321,2.477075
8afn.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183968,0.435843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157798,0.176289,0.156336,0.155093,,,,,,,,,,0.834520,0.866612,,,,,,,,,,0.181207,0.158907,0.179229,0.180095,0.145480,0.120206,0.160918,0.114988,0.140578,0.217086,0.119977,,,,,,,,0.144082,0.474131,0.275834,0.273857,,0.721015,0.701821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.140761,0.131573,0.145546,0.172789,0.159789,0.181206,0.171536,0.205401,0.257287,0.192877,0.169579,0.171858,0.187919,0.176180,0.183948,0.152632,0.162120,0.188642,0.149719,0.160633,0.137852,0.137264,0.186065,0.163101,0.160754,0.185851,0.178089,0.164790,0.168684,0.170014,0.116459,0.089539,0.386471,0.187104,0.177379,0.159275,0.261987,0.205897,0.170978,0.140446,0.169303,0.157520,0.205774,0.197690,0.174745,0.141237,0.121270,0.130935,0.121758,0.168285,0.147566,0.140661,0.156757,0.166704,0.206161,0.170730,0.175930,0.170407,0.148648,0.133789,0.131399,0.244046,0.121558,0.189956,0.175319,0.504805,0.165905,0.193298,0.523190,0.513878,0.201174,0.159879,0.167801,0.188065,0.143772,0.179858,0.138945,0.132274,,,,,,,,,,,,,,,,,,,
8ai0.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142228,0.448689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082264,0.114148,0.095395,0.094052,,,,,,,,,,0.879315,0.917249,,,,,,,,,,0.099785,0.101691,0.104177,0.109481,0.134679,0.109316,0.164773,0.090304,0.086842,0.143545,0.084490,,,,,,,,0.114365,0.476048,0.307535,0.253078,,0.768880,0.736898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140761,0.000000,0.058623,0.074123,0.101125,0.064928,0.102526,0.084429,0.117065,0.176652,0.123908,0.072124,0.104211,0.089218,0.125674,0.092800,0.085430,0.080809,0.114622,0.093604,0.086882,0.076645,0.120330,0.099472,0.070579,0.060848,0.088767,0.087775,0.086407,0.094446,0.168751,0.099788,0.114142,0.407256,0.144132,0.178016,0.125581,0.251518,0.114148,0.119699,0.117661,0.113051,0.137593,0.158551,0.132530,0.120180,0.118696,0.146109,0.141982,0.126149,0.129133,0.142139,0.121684,0.140948,0.131420,0.169511,0.122124,0.130628,0.106593,0.112621,0.110090,0.113577,0.259412,0.099639,0.105983,0.097480,0.568837,0.137028,0.214114,0.595117,0.584605,0.241809,0.098758,0.121253,0.128689,0.120189,0.160688,0.106044,0.102990,,,,,,,,,,,,,,,,,,,
8alr.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123875,0.447897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082020,0.103099,0.089304,0.069431,,,,,,,,,,0.875859,0.921316,,,,,,,,,,0.097847,0.076336,0.087457,0.099024,0.133174,0.100762,0.160646,0.078324,0.074880,0.125103,0.061650,,,,,,,,0.105632,0.480781,0.298471,0.249604,,0.766740,0.737270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131573,0.058623,0.000000,0.053309,0.093942,0.058149,0.092394,0.074960,0.114293,0.175427,0.119729,0.070158,0.086735,0.088212,0.100374,0.084373,0.062975,0.067230,0.099645,0.071855,0.073781,0.051438,0.102213,0.080942,0.060921,0.065173,0.085751,0.078951,0.069257,0.079335,0.155989,0.069979,0.087224,0.407245,0.129736,0.164406,0.107484,0.242864,0.105482,0.103195,0.089841,0.096717,0.120342,0.142034,0.125797,0.101373,0.096470,0.125605,0.123340,0.103640,0.108380,0.127366,0.097166,0.116084,0.111590,0.156866,0.112466,0.116968,0.088974,0.092471,0.097152,0.095226,0.241266,0.081965,0.100307,0.083008,0.565515,0.131674,0.204763,0.588480,0.578240,0.234626,0.085530,0.111320,0.115841,0.114050,0.154984,0.095807,0.082230,,,,,,,,,,,,,,,,,,,
8alt.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124110,0.459925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087868,0.092835,0.080671,0.082797,,,,,,,,,,0.887321,0.931153,,,,,,,,,,0.100733,0.069657,0.094963,0.097012,0.150194,0.121171,0.177664,0.094166,0.082969,0.116262,0.080193,,,,,,,,0.122118,0.493483,0.317622,0.254560,,0.778108,0.746150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145546,0.074123,0.053309,0.000000,0.069228,0.039122,0.071778,0.064877,0.096470,0.155284,0.112276,0.067153,0.074146,0.077189,0.087209,0.060539,0.066064,0.055771,0.077511,0.079886,0.074945,0.054646,0.095126,0.071066,0.073247,0.078471,0.065091,0.063713,0.058949,0.068025,0.155364,0.077042,0.104609,0.424198,0.122712,0.181852,0.095528,0.242686,0.083180,0.102126,0.099207,0.096591,0.122717,0.146137,0.122665,0.102668,0.102072,0.126156,0.124771,0.109898,0.099011,0.131163,0.105724,0.119328,0.108199,0.154620,0.113204,0.113168,0.091427,0.101800,0.120621,0.115858,0.249270,0.095644,0.096947,0.087408,0.579777,0.134071,0.214878,0.603359,0.593370,0.249244,0.093781,0.113749,0.121545,0.128958,0.172334,0.110780,0.093303,,,,,,,,,,,,,,,,,,,
8alv.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102988,0.466210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122059,0.093963,0.084198,0.096959,,,,,,,,,,0.881101,0.926475,,,,,,,,,,0.104873,0.078636,0.090732,0.134687,0.194614,0.158209,0.221036,0.135866,0.126622,0.106026,0.112003,,,,,,,,0.130248,0.493574,0.337667,0.272952,,0.773298,0.739379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172789,0.101125,0.093942,0.069228,0.000000,0.072405,0.050656,0.071617,0.079215,0.124318,0.094592,0.092313,0.086255,0.083907,0.124560,0.089217,0.064742,0.085351,0.073655,0.112998,0.067011,0.070141,0.089594,0.065329,0.081660,0.106866,0.065231,0.082501,0.077364,0.078800,0.130546,0.109897,0.130800,0.441393,0.090174,0.192996,0.069394,0.237775,0.077760,0.097098,0.117299,0.083434,0.113427,0.138151,0.095617,0.088789,0.110633,0.144067,0.129326,0.122191,0.101342,0.129885,0.125515,0.135771,0.126094,0.158620,0.128695,0.095895,0.098139,0.104026,0.141871,0.133559,0.246885,0.113126,0.111508,0.114411,0.593496,0.159088,0.228275,0.616374,0.606382,0.276170,0.135008,0.157901,0.099888,0.137249,0.192270,0.117983,0.096484,,,,,,,,,,,,,,,,,,,
8alw.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127335,0.463910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083344,0.094893,0.076281,0.086028,,,,,,,,,,0.891986,0.936386,,,,,,,,,,0.086069,0.076504,0.088788,0.091530,0.156110,0.125346,0.183496,0.100172,0.087605,0.108019,0.088858,,,,,,,,0.123860,0.493876,0.325811,0.258860,,0.783290,0.748808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159789,0.064928,0.058149,0.039122,0.072405,0.000000,0.064779,0.059135,0.087221,0.144874,0.110820,0.050072,0.077126,0.059869,0.099755,0.048295,0.067559,0.045790,0.078976,0.085883,0.068381,0.061639,0.108186,0.058286,0.059265,0.063677,0.048663,0.052720,0.057187,0.066825,0.160076,0.097159,0.122384,0.427734,0.125317,0.180856,0.104426,0.239733,0.069196,0.105622,0.111636,0.100526,0.132225,0.138668,0.118658,0.105178,0.113125,0.144912,0.140780,0.126206,0.107184,0.143420,0.117850,0.130366,0.115387,0.160906,0.113903,0.115179,0.092088,0.108998,0.126862,0.122318,0.262077,0.103768,0.083272,0.080083,0.588249,0.140389,0.224947,0.614428,0.604853,0.260475,0.095961,0.119363,0.118535,0.133584,0.178403,0.114434,0.101793,,,,,,,,,,,,,,,,,,,
8am7.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099144,0.473573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.892497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120606,0.086801,0.079991,0.096393,,,,,,,,,,0.896644,0.941220,,,,,,,,,,0.097862,0.072122,0.081043,0.133579,0.203064,0.164182,0.230419,0.138993,0.128715,0.091789,0.115515,,,,,,,,0.134009,0.499491,0.343331,0.272007,,0.788271,0.752243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181206,0.102526,0.092394,0.071778,0.050656,0.064779,0.000000,0.059177,0.061142,0.101956,0.082149,0.084057,0.082723,0.066209,0.127249,0.076962,0.051713,0.076133,0.059144,0.119484,0.056696,0.066152,0.092011,0.046292,0.070336,0.097940,0.044062,0.070471,0.072824,0.066493,0.131176,0.117016,0.137215,0.450278,0.082294,0.195745,0.071988,0.244596,0.055067,0.106381,0.129246,0.087437,0.127974,0.130370,0.100172,0.087044,0.122625,0.160363,0.143222,0.135657,0.106463,0.142153,0.137776,0.147527,0.134568,0.176172,0.135383,0.101446,0.103291,0.112569,0.154635,0.144440,0.261069,0.123707,0.101312,0.109806,0.610181,0.163614,0.237310,0.634629,0.624832,0.289082,0.136270,0.162181,0.103702,0.142924,0.197925,0.128663,0.103091,,,,,,,,,,,,,,,,,,,
