id,1a52.pdb,1ere.pdb,1err.pdb,1g50.pdb,1gwq.pdb,1gwr.pdb,1hcp.pdb,1hcq.pdb,1l2i.pdb,1pcg.pdb,1qkt.pdb,1qku.pdb,1r5k.pdb,1sj0.pdb,1uom.pdb,1x7e.pdb,1x7r.pdb,1xp1.pdb,1xp6.pdb,1xp9.pdb,1xpc.pdb,1xqc.pdb,1yim.pdb,1yin.pdb,1zky.pdb,2ayr.pdb,2b1v.pdb,2b1z.pdb,2b23.pdb,2bj4.pdb,2fai.pdb,2g44.pdb,2g5o.pdb,2i0j.pdb,2iog.pdb,2iok.pdb,2jf9.pdb,2jfa.pdb,2llo.pdb,2llq.pdb,2ocf.pdb,2ouz.pdb,2p15.pdb,2pog.pdb,2q6j.pdb,2q70.pdb,2qa6.pdb,2qa8.pdb,2qab.pdb,2qe4.pdb,2qgt.pdb,2qgw.pdb,2qh6.pdb,2qr9.pdb,2qse.pdb,2qxm.pdb,2qxs.pdb,2qzo.pdb,2r6w.pdb,2r6y.pdb,2yat.pdb,2yja.pdb,3cbm.pdb,3cbo.pdb,3cbp.pdb,3dt3.pdb,3erd.pdb,3ert.pdb,3hlv.pdb,3hm1.pdb,3l03.pdb,3os8.pdb,3os9.pdb,3osa.pdb,3q95.pdb,3uu7.pdb,3uua.pdb,3uuc.pdb,3uud.pdb,4aa6.pdb,4dma.pdb,4iu7.pdb,4iui.pdb,4iv2.pdb,4iv4.pdb,4ivw.pdb,4ivy.pdb,4iw6.pdb,4iw8.pdb,4iwc.pdb,4iwf.pdb,4jc3.pdb,4jdd.pdb,4mg6.pdb,4mg7.pdb,4mg8.pdb,4mg9.pdb,4mga.pdb,4mgb.pdb,4mgc.pdb,4mgd.pdb,4o6f.pdb,4pp6.pdb,4ppp.pdb,4pps.pdb,4pxm.pdb,4q13.pdb,4q50.pdb,4tuz.pdb,4tv1.pdb,4xi3.pdb,4zn7.pdb,4zn9.pdb,4znh.pdb,4zns.pdb,4znt.pdb,4znu.pdb,4znv.pdb,4znw.pdb,5aau.pdb,5aav.pdb,5acc.pdb,5ak2.pdb,5di7.pdb,5did.pdb,5die.pdb,5dig.pdb,5dk9.pdb,5dkb.pdb,5dke.pdb,5dkg.pdb,5dks.pdb,5dl4.pdb,5dlr.pdb,5dmc.pdb,5dmf.pdb,5dp0.pdb,5drj.pdb,5drm.pdb,5dtv.pdb,5du5.pdb,5due.pdb,5dug.pdb,5duh.pdb,5dvs.pdb,5dvv.pdb,5dwe.pdb,5dwg.pdb,5dwi.pdb,5dwj.pdb,5dx3.pdb,5dxb.pdb,5dxe.pdb,5dxg.pdb,5dxk.pdb,5dxm.pdb,5dxp.pdb,5dxq.pdb,5dxr.pdb,5dy8.pdb,5dyb.pdb,5dyd.pdb,5dz0.pdb,5dz1.pdb,5dz3.pdb,5dzh.pdb,5dzi.pdb,5e0w.pdb,5e0x.pdb,5e14.pdb,5e15.pdb,5e19.pdb,5e1c.pdb,5egv.pdb,5ehj.pdb,5ei1.pdb,5eit.pdb,5fqp.pdb,5fqr.pdb,5fqs.pdb,5fqt.pdb,5fqv.pdb,5gs4.pdb,5gtr.pdb,5hyr.pdb,5jmm.pdb,5kcc.pdb,5kcd.pdb,5kce.pdb,5kcf.pdb,5kct.pdb,5kcu.pdb,5kcw.pdb,5kd9.pdb,5kr9.pdb,5kra.pdb,5krc.pdb,5krf.pdb,5krh.pdb,5kri.pdb,5krj.pdb,5krk.pdb,5krl.pdb,5krm.pdb,5kro.pdb,5n10.pdb,5t0x.pdb,5t1z.pdb,5t92.pdb,5t97.pdb,5tld.pdb,5tlf.pdb,5tlg.pdb,5tll.pdb,5tlm.pdb,5tlo.pdb,5tlp.pdb,5tlt.pdb,5tlu.pdb,5tlv.pdb,5tlx.pdb,5tly.pdb,5tm1.pdb,5tm2.pdb,5tm3.pdb,5tm4.pdb,5tm5.pdb,5tm6.pdb,5tm7.pdb,5tm8.pdb,5tm9.pdb,5tml.pdb,5tmm.pdb,5tmo.pdb,5tmq.pdb,5tmr.pdb,5tms.pdb,5tmt.pdb,5tmu.pdb,5tmv.pdb,5tmw.pdb,5tmz.pdb,5tn1.pdb,5tn3.pdb,5tn4.pdb,5tn5.pdb,5tn6.pdb,5tn7.pdb,5tn8.pdb,5tn9.pdb,5tnb.pdb,5u2b.pdb,5u2d.pdb,5ufw.pdb,5ufx.pdb,5w9c.pdb,5w9d.pdb,5wgd.pdb,5wgq.pdb,6b0f.pdb,6c42.pdb,6cbz.pdb,6chw.pdb,6chz.pdb,6czn.pdb,6d0f.pdb,6df6.pdb,6dfn.pdb,6hhp.pdb,6hkb.pdb,6hkf.pdb,6hmu.pdb,6iar.pdb,6owc.pdb,6pet.pdb,6pfm.pdb,6pit.pdb,6psj.pdb,6sbo.pdb,6sq0.pdb,6suo.pdb,6tjm.pdb,6tl3.pdb,6v87.pdb,6v8t.pdb,6vgh.pdb,6vjd.pdb,6vpf.pdb,6wok.pdb,6zoq.pdb,6zor.pdb,6zos.pdb,7b9m.pdb,7b9r.pdb,7b9t.pdb,7ba3.pdb,7ba5.pdb,7ba6.pdb,7ba7.pdb,7ba8.pdb,7ba9.pdb,7baa.pdb,7bab.pdb,7jhd.pdb,7kbs.pdb,7msa.pdb,7n9o.pdb,7ndo.pdb,7nel.pdb,7nfb.pdb,7nfw.pdb,7niz.pdb,7opw.pdb,7oq7.pdb,7oq8.pdb,7pwt.pdb,7pwz.pdb,7qvj.pdb,7qvl.pdb,7r62.pdb,7rke.pdb,7rnm.pdb,7rrx.pdb,7rry.pdb,7rrz.pdb,7rs0.pdb,7rs1.pdb,7rs2.pdb,7rs3.pdb,7rs4.pdb,7rs7.pdb,7rs8.pdb,7rs9.pdb,7sfo.pdb,7t2x.pdb,7te7.pdb,7uj7.pdb,7uj8.pdb,7ujc.pdb,7ujf.pdb,7ujm.pdb,7ujo.pdb,7ujw.pdb,7ujy.pdb,7wnv.pdb,7y8f.pdb,7y8g.pdb,7ymk.pdb,8afn.pdb,8ai0.pdb,8alr.pdb,8alt.pdb,8alv.pdb,8alw.pdb,8am7.pdb,8anf.pdb,8aoy.pdb,8aps.pdb,8aq1.pdb,8aqc.pdb,8aqe.pdb,8aqz.pdb,8ar4.pdb,8ar5.pdb,8arg.pdb,8aro.pdb,8arq.pdb,8arr.pdb,8arw.pdb,8arx.pdb,8ary.pdb,8arz.pdb,8as1.pdb,8at9.pdb,8atp.pdb,8au2.pdb,8aus.pdb,8auy.pdb,8av3.pdb,8av4.pdb,8av7.pdb,8av8.pdb,8awg.pdb,8axe.pdb,8axu.pdb,8aze.pdb,8b39.pdb,8bwj.pdb,8bwx.pdb,8bwz.pdb,8bx0.pdb,8bx3.pdb,8bx4.pdb,8bxi.pdb,8bxm.pdb,8bxn.pdb,8bxo.pdb,8bxq.pdb,8bxs.pdb,8by9.pdb,8byb.pdb,8byc.pdb,8byd.pdb,8bye.pdb,8byf.pdb,8byg.pdb,8byo.pdb,8byy.pdb,8byz.pdb,8bz0.pdb,8bz9.pdb,8bza.pdb,8bzb.pdb,8bzc.pdb,8bzd.pdb,8bze.pdb,8bzf.pdb,8bzg.pdb,8bzh.pdb,8bzt.pdb,8bzw.pdb,8c04.pdb,8c0k.pdb,8c0l.pdb,8c42.pdb,8c4f.pdb,8c4g.pdb,8du6.pdb,8du8.pdb,8du9.pdb,8dub.pdb,8duc.pdb,8dud.pdb,8dug.pdb,8duh.pdb,8dui.pdb,8duk.pdb,8dus.pdb,8dv5.pdb,8dv7.pdb,8dv8.pdb,8dvb.pdb,8ev1.pdb,8ev2.pdb,8w03.pdb,9bqe.pdb
2fai.pdb,5.304427,,,,,1.017314,,,,1.101654,,,,,,,,,,,,,,,0.408293,,0.395224,0.413477,0.537376,1.676175,0.000000,,0.422414,2.308250,,,,1.543905,,,,,,,,,,0.610987,1.084081,,0.813186,1.094969,,,1.049293,1.033348,,0.687534,,,,1.068794,,,,2.683174,,,,0.433525,0.433508,,,2.384871,0.184446,,,,,,,0.951368,0.653919,1.126551,0.861746,0.841074,0.823071,0.765082,,0.954593,,,,,,,,,,,,,,0.770864,,,,,1.073915,0.473256,,,,,0.813587,1.006954,,1.021681,,,,,,1.080372,1.029442,,0.980728,0.761225,0.586708,0.851436,1.013980,0.750189,0.904909,0.957060,0.711242,,0.837442,1.003651,,0.777677,0.574751,0.932639,0.526098,,,0.358717,,,,,,,,,0.658412,0.730524,0.841257,0.430915,,0.934697,0.820121,0.770861,,1.095412,0.999899,,0.815319,,,0.806632,0.911207,0.697204,1.021734,0.516137,0.864224,,0.472994,,,,,,,,,,,0.591786,1.193925,,,,,,,1.125515,0.545385,1.018509,0.831740,,0.604132,,,0.901217,,,,0.925093,,1.132274,0.709824,,0.457555,,0.633533,0.374750,,0.946857,0.735502,,1.111636,0.767345,0.559469,0.734882,0.979709,,,1.031242,1.021930,,,1.017701,,0.799421,0.984108,,1.066760,,,1.001122,1.036471,1.089547,,1.068859,1.088361,,,,0.727144,,,,,,2.618497,2.330746,,,,,,,,,0.310651,0.310539,,,,,,,,2.421787,,,,,3.003092,,,,,1.948789,,,,2.818246,,,,,,,,,,,,,,,,,,,,2.985019,,1.257671,,,,,,,,2.477691,,,0.474092,0.501807,,,,,,,,2.806591,,,,0.482157,0.405140,,,,,,,,,,,,1.163712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.034518,,,0.705388,,
2g44.pdb,,,2.030200,0.523104,0.514765,,,,0.562425,,,0.519687,,2.681599,2.019538,0.669823,0.497826,2.765782,2.768582,2.746258,2.762142,2.178623,2.753690,2.672980,,2.694551,,,,,,0.000000,,,2.757441,,0.422504,,,,0.641195,2.732029,0.731725,2.466333,0.523523,2.554141,0.388482,,,0.289472,,,0.342243,0.647514,,,2.604020,,2.418878,2.479439,0.698646,,,,,,0.584756,2.756096,0.360276,,,2.316029,2.168153,,,0.359658,0.388656,,0.304121,,0.491351,,,,,,,,0.752162,,0.356800,,,0.454727,0.475459,0.346571,0.414681,0.439197,0.421992,0.308225,0.403428,,0.362238,,0.299477,0.353489,0.315680,,,,,0.482629,0.699463,0.413711,,,0.483752,,0.883357,2.295941,2.268747,1.918625,2.201377,,,0.351719,,,,,,,,,,0.487560,,,0.457619,,,,,0.373941,0.440003,,0.442724,0.352468,0.442469,0.399537,0.338384,0.330349,0.356897,0.324000,,,,,0.693313,,,,0.822955,,,0.930322,,0.409781,0.427594,,,,,,,0.358210,,2.695072,1.922180,2.121947,2.117633,2.115767,0.498048,0.664950,0.369012,0.428086,0.408047,,,0.767086,0.764743,0.412743,0.613803,0.666719,0.611999,,,,,0.459749,,0.569936,0.370861,,0.327352,,,,0.266683,,,0.737109,,0.350606,,,0.318734,,,0.464173,,,,,,0.630236,0.400135,,,0.368191,0.644825,,0.341153,,,0.417932,,0.401522,0.360035,,,,0.346318,,,0.430322,0.329995,0.299471,,2.269504,2.111590,,0.688227,2.873172,,,2.730346,0.353622,0.378330,2.389930,2.855246,0.333864,2.806284,2.825730,,,2.148649,2.052692,,,,,2.429893,,,,0.387987,2.648764,,2.127783,2.134128,,,,0.377792,2.601191,,,,2.501482,2.454061,2.548392,,,,,,,,,,,,0.257549,2.788383,,,,0.456978,,,,,,,,,,2.420490,2.702846,,,2.136474,2.016706,2.080413,2.276128,,,,,2.488183,,2.281484,,,2.645824,,1.993340,2.490655,,,,,,,0.594853,,0.567140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.539500,2.725490,2.502590,2.737686,2.484017,2.307821,2.258966,2.129150,2.271513,,2.630896,2.533563,2.647158,,2.772067,0.526477,,2.277115,2.479768
2g5o.pdb,5.166297,,,,,0.559784,,,,0.519706,,,,,,,,,,,,,,,0.262104,,0.253878,0.200533,0.388675,1.314889,0.422414,,0.000000,2.140130,,,,1.137406,,,,,,,,,,0.509823,0.488780,,0.405286,0.489053,,,0.303498,0.351201,,0.338543,,,,0.688561,,,,2.515388,,,,0.166835,0.177127,,,2.238140,0.455653,,,,,,,0.593312,0.505904,0.511630,0.474314,0.425647,0.478994,0.447076,,0.578935,,,,,,,,,,,,,,0.403265,,,,,0.454939,0.430550,,,,,0.477451,0.404038,,0.859754,,,,,,0.402253,0.562523,,0.434858,0.469082,0.424724,0.959980,0.586683,0.519171,0.418198,0.506964,0.459979,,0.488268,0.506628,,0.416703,0.409399,0.578533,0.457544,,,0.333106,,,,,,,,,0.390983,0.448530,0.751879,0.373076,,0.552060,0.476495,0.471947,,0.637455,0.463806,,0.359155,,,0.501328,0.908008,0.394679,0.442340,0.569257,0.507607,,0.336047,,,,,,,,,,,0.414357,0.645876,,,,,,,0.551710,0.382291,0.611286,0.462210,,0.439133,,,0.394204,,,,0.411843,,0.479548,0.429403,,0.353033,,0.575851,0.496468,,0.580713,0.489008,,0.404432,0.365181,0.358438,0.452950,0.400602,,,0.489611,0.413789,,,0.417047,,0.409619,0.421104,,0.455425,,,0.455277,0.600007,0.375448,,0.544603,0.532346,,,,0.418066,,,,,,2.574914,2.130303,,,,,,,,,0.397012,0.311597,,,,,,,,2.286725,,,,,3.404225,,,,,1.931034,,,,2.926587,,,,,,,,,,,,,,,,,,,,2.872916,,0.447123,,,,,,,,2.732732,,,0.200219,0.221963,,,,,,,,2.666179,,,,0.189771,0.255519,,,,,,,,,,,,0.555597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.901896,,,0.445831,,
2i0j.pdb,6.088599,,,,,2.181005,,,,2.180112,,,,,,,,,,,,,,,2.322939,,2.315641,2.225549,2.145479,0.474177,2.308250,,2.140130,0.000000,,,,0.406397,,,,,,,,,,2.138145,2.129610,,2.147975,2.116323,,,2.089466,2.083775,,2.124743,,,,2.142668,,,,0.814533,,,,2.116779,2.250525,,,0.681296,2.307393,,,,,,,2.153368,2.099595,2.108774,2.167613,2.153119,2.082544,2.041192,,2.096903,,,,,,,,,,,,,,2.203229,,,,,2.061828,2.173125,,,,,2.032657,1.945360,,2.176774,,,,,,2.079998,2.112538,,2.105236,2.163887,2.117484,2.133502,2.031356,2.137459,2.113112,2.111783,2.101056,,2.171123,2.128688,,2.210301,2.148726,2.191554,2.142467,,,2.083087,,,,,,,,,2.161195,2.157430,2.129518,2.128198,,2.094701,2.132928,2.211640,,2.154731,2.110599,,2.135290,,,2.197861,2.139557,2.135387,2.093617,2.189104,2.179398,,2.143835,,,,,,,,,,,2.144728,2.131683,,,,,,,2.153543,2.148053,2.120658,2.114466,,2.118104,,,2.110887,,,,2.115174,,0.382201,2.137838,,2.134352,,2.169796,2.087687,,2.163776,2.183071,,2.163487,2.112285,1.779907,1.766118,2.146064,,,2.182884,2.061300,,,2.035264,,2.169141,2.124989,,2.147068,,,2.090645,2.090916,2.133926,,2.122518,2.134832,,,,2.150057,,,,,,0.628161,0.501641,,,,,,,,,2.127406,2.091722,,,,,,,,0.926703,,,,,0.599802,,,,,0.528242,,,,0.467067,,,,,,,,,,,,,,,,,,,,0.866164,,2.274416,,,,,,,,0.999085,,,2.143270,2.138768,,,,,,,,0.761448,,,,2.161963,2.145714,,,,,,,,,,,,2.122151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606128,,,2.056333,,
2iog.pdb,,,1.064894,3.218679,2.817880,,,,2.745824,,,3.214183,,0.330720,0.291593,3.051677,2.624515,0.323928,0.304749,0.360832,0.310560,0.872890,0.332146,0.401476,,0.669492,,,,,,2.757441,,,0.000000,,0.739454,,,,2.826648,0.958480,2.953463,0.355098,2.923088,0.618022,2.893235,,,0.758908,,,2.722457,2.934898,,,1.261915,,0.371027,0.413307,2.661589,,,,,,3.031813,1.034685,2.782688,,,1.423833,1.168640,,,3.000636,2.786820,,2.977244,,2.944629,,,,,,,,2.763248,,2.775551,,,2.723563,2.963494,2.810460,2.780141,2.965363,2.813518,2.903271,2.998204,,2.796000,,2.806568,3.046391,2.662257,,,,,2.811762,3.272096,3.239903,,,2.559710,,3.413368,1.330492,1.450160,0.747378,1.213881,,,2.561364,,,,,,,,,,2.778874,,,2.813084,,,,,2.742755,2.574305,,3.407639,2.704584,2.766223,2.752335,2.488296,2.760587,2.578844,2.684591,,,,,2.871870,,,,2.956280,,,3.100293,,2.474218,2.526381,,,,,,,2.809706,,0.974389,0.760386,1.022382,0.999253,1.018101,2.593057,2.668781,2.844804,2.546088,2.784580,,,3.063516,2.865555,2.504686,2.774179,2.815892,3.047355,,,,,2.776034,,2.817246,2.786834,,2.789479,,,,0.666755,,,2.876766,,2.794807,,,2.786327,,,2.777642,,,,,,2.376939,2.800639,,,2.532410,0.784447,,2.527911,,,2.761066,,2.720048,2.788612,,,,2.762446,,,2.797915,2.776256,2.764595,,1.320360,1.223792,,3.244967,1.200873,,,1.130950,2.610601,2.591488,1.228296,1.208036,3.000879,0.667336,0.927624,,,1.167405,1.194600,,,,,0.989460,,,,2.308217,0.544719,,1.175713,1.181224,,,,0.298353,0.586671,,,,1.311019,1.233349,1.346458,,,,,,,,,,,,2.808026,1.069709,,,,2.922738,,,,,,,,,,1.365950,1.000056,,,1.285667,1.268514,1.209441,1.261817,,,,,1.618984,,1.298190,,,0.942659,,0.590220,0.591113,,,,,,,2.836035,,2.840717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.047589,1.109847,1.034227,1.027035,0.788243,0.783735,1.065853,1.122427,1.056025,,1.181980,1.053581,1.128278,,1.122461,2.607624,,1.290740,0.601837
2iok.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2jf9.pdb,,,0.607807,0.503423,0.388580,,,,0.550579,,,0.421778,,0.772519,0.653655,0.743590,0.367024,0.758227,0.766454,0.787948,0.767657,0.633932,0.777041,0.812583,,0.769326,,,,,,0.422504,,,0.739454,,0.000000,,,,0.661500,0.790092,0.754580,0.398620,0.502137,0.770849,0.381426,,,0.319827,,,0.448729,0.614903,,,0.620229,,0.342642,0.391272,0.449897,,,,,,0.591050,0.871314,0.430015,,,0.750787,0.553104,,,0.442986,0.445733,,0.400933,,0.441586,,,,,,,,0.819376,,0.411225,,,0.468263,0.467189,0.424202,0.463280,0.512899,0.450836,0.398143,0.455764,,0.413108,,0.406051,0.396664,0.413113,,,,,0.538778,0.466140,0.379481,,,0.478783,,0.879024,0.316420,0.553016,0.505723,0.333389,,,0.373970,,,,,,,,,,0.499723,,,0.473816,,,,,0.389265,0.444292,,0.424358,0.338837,0.467648,0.378630,0.437336,0.416065,0.408439,0.392732,,,,,0.785190,,,,0.976110,,,0.909045,,0.459207,0.419944,,,,,,,0.420611,,0.765273,0.496006,0.536456,0.523704,0.528545,0.361208,0.594279,0.417263,0.469498,0.454453,,,0.896489,0.897681,0.324245,0.703421,0.802839,0.622935,,,,,0.545516,,0.574593,0.387971,,0.394772,,,,0.293791,,,0.865876,,0.433768,,,0.350976,,,0.464926,,,,,,0.507674,0.410403,,,0.404610,0.502153,,0.384542,,,0.439748,,0.501297,0.456274,,,,0.313892,,,0.462462,0.413162,0.416873,,0.597077,0.584145,,0.516449,0.648879,,,0.688518,0.385601,0.378255,0.326380,0.633551,0.385379,0.756065,0.765539,,,0.576357,0.485561,,,,,0.515495,,,,0.412948,0.354737,,0.322017,0.365577,,,,0.370457,0.436163,,,,0.879994,0.810246,0.832429,,,,,,,,,,,,0.295914,0.602832,,,,0.490271,,,,,,,,,,0.297420,0.781394,,,0.593967,0.604029,0.663015,0.543018,,,,,0.600892,,0.586563,,,0.461438,,0.612238,0.480220,,,,,,,0.740202,,0.704895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493700,0.665709,0.515571,0.496195,0.399969,0.506405,0.547939,0.670956,0.535679,,0.755886,0.536049,0.604148,,0.690004,0.609025,,0.567195,0.501074
2jfa.pdb,1.140574,,,,,1.127380,,,,1.154560,,,,,,,,,,,,,,,1.478683,,1.473596,1.291069,1.009653,0.961959,1.543905,,1.137406,0.406397,,,,0.000000,,,,,,,,,,1.170230,1.126161,,1.154314,1.118653,,,1.118307,1.130681,,1.177391,,,,1.230724,,,,0.670142,,,,1.125268,1.355979,,,1.350463,1.580434,,,,,,,1.123123,0.578629,1.131830,1.149006,1.101015,1.049197,1.075425,,1.084722,,,,,,,,,,,,,,1.208620,,,,,1.188502,1.050404,,,,,1.135372,1.103387,,1.143718,,,,,,1.055055,1.140002,,1.089687,1.236657,1.118229,1.019459,1.084956,1.274250,1.103649,1.078982,1.113319,,1.249179,1.060993,,1.170228,1.061870,1.110502,1.102080,,,0.334522,,,,,,,,,1.150171,1.143965,0.881618,1.155974,,1.111359,1.189266,0.971293,,1.278519,1.078778,,1.147652,,,1.188165,1.422735,1.161731,1.064997,1.077552,1.189773,,1.128896,,,,,,,,,,,1.028168,1.101941,,,,,,,1.066548,1.028901,1.082239,1.116212,,1.061399,,,1.030050,,,,1.077313,,0.422096,1.020129,,1.126742,,1.193207,1.168825,,1.163697,1.161725,,1.098711,1.111195,0.860652,0.901505,1.100204,,,1.164077,1.087081,,,1.102731,,1.165823,1.149677,,1.020862,,,1.079041,1.042454,1.102756,,1.030884,1.106381,,,,1.133301,,,,,,0.657386,0.624354,,,,,,,,,1.143821,1.107322,,,,,,,,1.404678,,,,,0.715512,,,,,0.709635,,,,0.729001,,,,,,,,,,,,,,,,,,,,1.285232,,1.274055,,,,,,,,1.294020,,,1.126131,1.134674,,,,,,,,0.665870,,,,1.130046,1.115216,,,,,,,,,,,,1.032139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.010884,,,1.088773,,
2llo.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.395553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2llq.pdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.364193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ocf.pdb,,,2.081544,0.745131,0.735413,,,,0.740683,,,0.709579,,2.756529,2.071453,0.946784,0.712216,2.836094,2.846442,2.808795,2.834437,2.229736,2.818608,2.702826,,2.732127,,,,,,0.641195,,,2.826648,,0.661500,,,,0.000000,2.768019,0.917396,2.514515,0.736236,2.588656,0.659311,,,0.652628,,,0.667564,0.851933,,,2.669497,,2.472247,2.524222,0.850033,,,,,,0.881741,2.798277,0.605570,,,2.406654,2.253609,,,0.665393,0.672022,,0.612186,,0.707971,,,,,,,,0.918726,,0.624471,,,0.689005,0.685831,0.654288,0.690396,0.692185,0.648940,0.629494,0.681509,,0.628437,,0.653515,0.447582,0.631736,,,,,0.828848,0.821892,0.632177,,,0.741605,,1.144363,2.364178,2.320815,1.988601,2.252079,,,0.595731,,,,,,,,,,0.796078,,,0.673277,,,,,0.626233,0.751827,,0.745090,0.654053,0.760217,0.689624,0.656616,0.649308,0.633715,0.612958,,,,,0.978837,,,,1.070414,,,1.214916,,0.671011,0.738634,,,,,,,0.716986,,2.742358,1.992044,2.188490,2.183076,2.182256,0.744441,0.868221,0.612397,0.684082,0.694262,,,1.067747,1.070989,0.713660,0.917387,0.975274,0.864323,,,,,0.765172,,0.842475,0.610847,,0.681652,,,,0.395240,,,1.040362,,0.664869,,,0.599465,,,0.769581,,,,,,0.708664,0.673425,,,0.641212,0.727255,,0.660779,,,0.712873,,0.662058,0.719465,,,,0.637391,,,0.752409,0.627531,0.656626,,2.357172,2.206222,,0.968144,2.911607,,,2.785838,0.611522,0.565951,2.400651,2.896816,0.596329,2.850110,2.859801,,,2.219938,2.136364,,,,,2.484956,,,,0.669134,2.690858,,2.187626,2.193817,,,,0.396562,2.655147,,,,2.479662,2.491784,2.582712,,,,,,,,,,,,0.599224,2.846892,,,,0.704167,,,,,,,,,,2.438730,2.735438,,,2.228867,2.102293,2.169246,2.385963,,,,,2.562828,,2.377286,,,2.692719,,2.026668,2.541766,,,,,,,0.958697,,0.893914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.593096,2.762725,2.510628,2.783427,2.536656,2.356381,2.324786,2.176772,2.330376,,2.661835,2.589957,2.706732,,2.803687,0.821931,,2.396248,2.529738
