UMAP1,UMAP2
11.592821,11.351378
11.676959,11.406633
11.641993,11.360416
9.240685,5.7303452
9.267949,5.671352
9.3824415,5.2321024
9.4334755,5.098645
9.310216,5.647623
9.318631,5.471232
9.135743,4.865656
9.106913,5.0319448
9.417975,5.44583
9.373949,5.3533096
10.594004,3.585133
10.66503,3.5291336
10.669376,3.6548243
10.733826,3.4865308
13.613337,4.3603897
13.675737,4.392693
13.697403,4.480029
9.107306,4.6822004
9.189448,4.657739
9.115503,4.7211113
9.275518,4.5325637
9.322522,4.517663
9.398603,4.4785647
8.061288,4.5041633
8.062292,4.3864837
8.085584,4.4100137
7.9616933,4.3913536
7.562251,4.14006
7.5170593,4.110957
7.8946676,4.065688
7.648292,4.1110635
7.552042,4.3747506
7.4328346,4.4142146
7.4024253,4.359923
7.4744062,4.3172526
7.456867,4.2999
7.6369786,4.0154357
7.430309,3.9948683
7.659167,3.965207
7.315245,4.422973
7.3634634,4.5303683
7.581299,4.360392
10.752816,3.4311287
7.7096877,4.1899867
10.513166,4.698929
10.536822,4.7562375
8.969196,7.3088703
8.9586,7.3627906
8.862288,7.159915
8.936486,7.295809
8.930338,7.267567
13.962999,5.8221626
14.343124,5.3705497
14.211391,5.678191
14.260629,5.73708
14.135614,6.0771313
14.181168,5.9931054
14.072617,6.043189
13.916215,6.1644382
14.119676,5.9645114
14.300735,6.446912
14.0875,6.504424
11.020602,4.141405
8.953006,5.157019
8.689249,5.0836
11.6046,10.144752
11.22509,2.1178381
12.839423,11.442452
14.265833,4.872067
7.878396,4.0950174
10.627515,3.296964
11.697964,11.483108
12.710768,11.337134
12.329241,10.616788
9.087157,5.8357673
8.956151,7.1572895
8.914069,7.1638207
12.757383,11.416981
10.964553,1.8381627
10.943083,4.1761456
10.95576,4.088857
10.807729,4.2296205
12.855701,11.235336
11.164751,5.117449
13.858001,4.8385744
8.479479,5.5003433
10.6253605,3.695246
10.646378,4.394094
10.638624,3.6853352
10.794129,3.5959437
10.839513,3.5059738
10.759012,3.4448197
13.879218,4.120578
13.951361,4.2191772
13.956389,4.2717295
13.86196,4.0451136
13.985847,4.2469673
13.902289,4.107517
13.863225,4.01958
13.832022,4.0199294
13.126158,4.4045334
13.194356,4.381606
7.7327237,4.7221866
7.940996,4.7765837
7.965402,4.1308794
7.6359134,4.2850137
14.042974,4.7003107
14.107718,4.709522
12.606123,11.286146
12.928363,11.483719
12.81184,11.470356
12.707825,11.246077
11.610519,11.379624
11.714712,11.356777
10.744165,4.07039
10.767593,4.294016
13.682109,4.605629
13.838469,4.347124
11.187703,8.332774
