UMAP1,UMAP2
10.994034,2.380534
10.925534,2.8618624
11.100065,2.9602726
11.032769,2.9173098
11.001678,2.9233587
11.172989,2.9884808
11.073812,2.9662783
11.044583,3.0665317
11.236804,2.7815125
11.168308,2.8507159
11.215643,2.1171224
11.221299,2.2810583
11.167527,2.2229133
11.093263,2.3207536
10.400427,2.2508006
10.481008,2.3246768
10.483399,2.312766
10.653746,2.5285473
4.779244,4.5492225
10.5766,2.2124338
-0.7706392,10.379276
-0.73004436,10.362134
-0.84014255,10.289449
-0.82906425,10.305867
-0.72400784,10.37167
-0.7287165,10.399474
10.402913,2.241857
11.033461,3.0274122
-0.84318477,10.258735
10.712479,2.7818353
10.857369,2.3872697
8.391148,7.949735
8.460486,7.9073
8.410194,7.970792
8.229965,7.8349934
8.368204,7.65976
8.4393215,7.616486
8.144967,7.933432
8.171737,7.9026084
8.290137,8.155022
8.226924,8.189183
8.21815,8.131926
8.244692,7.6657624
8.3614235,7.6800337
8.410882,7.700567
8.444093,7.6819973
2.740275,-2.0095193
2.779238,-1.9745829
2.780464,-1.9997854
2.793064,-2.0105739
2.8535209,-1.8858294
2.7917356,-1.8129307
3.2467916,-2.0681574
2.7814832,-1.8029112
3.2583008,-1.8950909
3.2867353,-2.6512637
3.1816726,-2.0842328
3.1578064,-1.99131
5.0925155,3.834906
8.4419365,7.6781483
8.527898,7.781466
