TSNE1,TSNE2
-15.009622,-30.993555
-15.639198,-31.16321
-14.92215,-30.409027
-13.341995,-31.432425
-14.487845,-30.15526
-14.196841,-30.617273
-13.635253,-28.616198
-10.710837,-28.679499
-14.450377,-28.262655
-13.187444,-29.434065
-8.012737,-30.329147
-8.966271,-29.140224
-7.602293,-29.37549
-8.850939,-27.319456
-17.634161,-20.596462
-7.606565,-29.344572
2.39809,-18.182045
2.6361754,-18.568401
2.8419025,-19.966991
3.2234683,-18.071089
1.9973452,-18.51026
1.3336084,-18.707216
-8.012737,-30.329151
-14.164383,-31.326614
2.680491,-19.77048
-8.872301,-26.884354
-12.457662,-29.968365
-3.2347426,-3.7469287
-2.653835,-4.0869355
-0.66572744,-3.385347
-3.3648543,-4.4176884
-2.2450302,-4.7426467
-1.4264086,-4.859872
-0.8821837,-3.966906
-1.16366,-2.944391
-1.9951018,-2.6743355
-1.9528501,-3.3097055
-2.6088536,-2.9423122
-1.9615111,-5.3004932
-0.8053004,-5.3599343
-1.3443575,-5.923767
-2.6683257,-5.690438
-5.6818314,5.0272307
-5.6814814,5.0262446
-6.2725115,5.033121
-6.2722874,5.0332303
28.13416,6.793559
28.236988,6.5987153
22.628626,5.949033
28.355114,6.123309
22.39956,5.3669696
22.600311,4.5211425
21.99435,6.7749453
22.001492,6.7831235
-9.723822,-12.625089
-3.3410497,-5.353764
-1.7768462,-4.2908053
